fname,filtered_sound,mfcc
murmur__193_1308078104592_C.wav,"[-0.00866635 -0.00936322 -0.00998741 ... -0.23865087 -0.20823037
 -0.17691758]","[[-399.50239104 -369.6744908  -339.8744522  ... -372.76394205
  -277.84619113 -192.04450362]
 [ 168.62147911  202.20397955  235.95050967 ...  200.92978299
   168.2078458   142.43597816]
 [ 100.18240872  110.31323547  124.44783137 ...  116.05780815
    57.92200709   38.79090136]
 ...
 [  -5.02041676    5.83420902   10.92955056 ...   -2.5677318
     2.81712691    4.51364127]
 [  -3.32775737    7.01384929   11.99355034 ...   -0.78475823
     2.89258037    3.80480677]
 [   1.91372682    7.96686143   11.79761271 ...    1.7448891
     3.40861938    3.8817151 ]]"
murmur__193_1308078104592_C1.wav,[0.16366757 0.16871619 0.17352603 ... 0.03723117 0.03089723 0.02438352],"[[-2.08179319e+02 -2.55483446e+02 -3.79689409e+02 ... -3.27607953e+02
  -3.15269676e+02 -3.09793023e+02]
 [ 1.22728186e+02  1.49403195e+02  1.89064014e+02 ...  2.40459652e+02
   2.52749573e+02  2.28496344e+02]
 [ 3.21794935e+01  5.11643569e+01  1.20911760e+02 ...  1.23074919e+02
   1.24531931e+02  8.74857899e+01]
 ...
 [ 8.65869950e+00  7.16931193e+00 -9.80905222e-01 ...  2.34435926e-01
  -1.94395436e+00  6.20603312e+00]
 [ 6.52046595e+00  3.94908002e+00 -1.57204603e+00 ...  6.21804786e+00
   2.41265841e+00  3.86430291e+00]
 [ 3.73570526e+00  8.70616284e-01  1.38681327e+00 ...  9.80420545e+00
   5.57974311e+00  3.74529594e+00]]"
murmur__195_1308140095331_A.wav,"[ 0.00262139  0.00478753  0.0068689  ... -0.00838691 -0.00700545
 -0.00555506]","[[-4.78671330e+02 -4.78987472e+02 -4.84873283e+02 ... -5.03132820e+02
  -4.97277028e+02 -4.74922204e+02]
 [ 1.99283352e+02  2.11143525e+02  2.08097033e+02 ...  1.89186753e+02
   1.93110292e+02  1.92383105e+02]
 [ 8.30350102e+01  1.05614026e+02  1.10566885e+02 ...  1.05822819e+02
   1.02024142e+02  7.18415665e+01]
 ...
 [ 7.77069146e-01  3.36962993e+00 -9.08407594e-02 ...  1.05928694e+01
   1.14256686e+01  1.00299855e+01]
 [ 1.13560269e+00  1.12023376e+00  1.83819770e+00 ...  5.59441707e+00
   5.82965170e+00  3.46977134e+00]
 [ 7.96559205e-01 -1.47873782e+00  1.81985430e-01 ...  3.47011497e-01
  -2.34276893e+00 -1.33126966e+00]]"
murmur__195_1308140095331_C.wav,"[ 0.00139255  0.00132518  0.00126207 ... -0.00616303 -0.00528114
 -0.00436702]","[[-4.69459933e+02 -4.45643970e+02 -4.43723870e+02 ... -4.51241908e+02
  -4.51870368e+02 -4.55989179e+02]
 [ 9.08718605e+01  1.17493239e+02  1.18971706e+02 ...  1.11700559e+02
   1.11279290e+02  1.05657498e+02]
 [ 5.87356161e+01  6.90997003e+01  6.80470013e+01 ...  6.80424357e+01
   6.86839848e+01  6.42998420e+01]
 ...
 [ 6.91404749e+00  5.03814087e+00  3.37449692e+00 ...  8.31251498e+00
   9.27597015e+00  9.17784360e+00]
 [ 4.85075402e+00  3.51826230e+00  3.01863524e+00 ...  4.34994469e+00
   7.30242445e+00  5.13489672e+00]
 [ 4.02298344e+00  3.49727507e+00  3.79178277e+00 ...  1.03578125e+00
   5.23785479e+00  2.46424074e-01]]"
murmur__195_1308140095331_C1.wav,"[-0.00649648 -0.00670913 -0.00690682 ... -0.01987849 -0.01718247
 -0.0143971 ]","[[-4.49717186e+02 -4.42708389e+02 -4.40098396e+02 ... -4.39384935e+02
  -4.40648757e+02 -4.19403703e+02]
 [ 1.08559226e+02  1.15823139e+02  1.18691967e+02 ...  1.24245266e+02
   1.21948600e+02  1.32688185e+02]
 [ 6.58089868e+01  6.71591770e+01  6.79825905e+01 ...  8.14778491e+01
   7.86068822e+01  6.12691673e+01]
 ...
 [ 1.44708531e+01  1.48620782e+01  1.30342799e+01 ...  1.16309511e+01
   1.50336915e+01  9.34689157e+00]
 [ 9.28899993e+00  8.39883622e+00  7.43303589e+00 ...  6.27154642e+00
   9.96751990e+00  7.35671969e+00]
 [ 1.49387587e+00  1.27999876e+00  2.01837681e-01 ...  3.05664521e+00
   5.08466253e+00  3.57984788e+00]]"
murmur__196_1308141034858_B.wav,"[-0.00075811  0.000126    0.00101861 ... -0.00679293 -0.00629842
 -0.00581782]","[[-3.60726580e+02 -3.51801920e+02 -3.64502882e+02 ... -3.53101696e+02
  -3.48239902e+02 -3.57194356e+02]
 [ 1.39346896e+02  1.49660781e+02  1.36576337e+02 ...  1.48432710e+02
   1.53587598e+02  1.43904709e+02]
 [ 6.94071637e+01  7.48823278e+01  7.31884851e+01 ...  7.49911547e+01
   7.65916904e+01  7.37759758e+01]
 ...
 [-7.87425051e-01 -1.36429046e+00 -2.15625038e+00 ... -4.79430949e+00
  -2.46555435e+00  2.02218985e+00]
 [-6.35779115e-02  1.62421769e+00  1.59397324e+00 ... -1.11654682e+00
   1.28156598e+00  4.06786866e+00]
 [ 2.75758077e+00  5.29817076e+00  6.23959220e+00 ...  2.26967935e+00
   3.67735179e+00  3.97693799e+00]]"
murmur__196_1308141034858_C.wav,"[ 0.0004145  -0.00126223 -0.00293625 ...  0.01594564  0.01218171
  0.00832209]","[[-402.8105515  -401.51716181 -406.71197079 ... -346.65399344
  -369.97036043 -367.01374404]
 [  92.28616286   93.76787421   88.95172481 ...  162.47620879
   134.28356937  134.66065658]
 [  56.96263793   57.83128006   58.5530154  ...  104.90636664
    88.15099302   80.55253699]
 ...
 [   5.39481102    7.63668482    9.2097446  ...   10.51991731
     8.45087027    7.53795401]
 [   2.52198974    4.39218103    2.94464669 ...   10.45599453
     6.66234272    3.24725678]
 [   5.30518631    5.93356879    2.98422289 ...   10.82031545
     7.78102721    2.14081309]]"
murmur__197_1308141235553_A.wav,"[-0.01635054 -0.0157758  -0.01522371 ...  0.20359548  0.18943606
  0.17561932]","[[-3.80135579e+02 -3.70606790e+02 -3.51457084e+02 ... -3.85191016e+02
  -3.65509310e+02 -2.19279945e+02]
 [ 1.42486435e+02  1.68128126e+02  1.92063101e+02 ...  1.50779549e+02
   1.72856044e+02  1.56938611e+02]
 [ 7.48713543e+01  1.11368387e+02  1.26357381e+02 ...  1.00013318e+02
   1.08774103e+02  5.61108053e+01]
 ...
 [ 5.05666909e+00  5.51151338e+00  2.56572180e+00 ...  4.08519089e+00
   3.18639554e+00  1.14757668e+01]
 [ 4.25514839e+00  1.63970434e+00 -1.30629445e+00 ... -1.41419103e+00
  -2.45572520e+00  5.11385140e+00]
 [ 2.79126428e+00  2.39930149e-01 -6.09033994e-01 ... -1.04733592e+00
  -9.43707873e-01  9.05387308e-01]]"
murmur__197_1308141235553_C.wav,[0.08486997 0.0948682  0.10459875 ... 0.0138401  0.01252716 0.01118664],"[[-260.36448153 -303.31959978 -359.84067031 ... -337.16673644
  -347.95024412 -363.63549269]
 [ 140.81253909  168.30064189  192.6257687  ...  214.3416827
   204.98816061  189.23612643]
 [  38.19766642   46.69526783   93.84585659 ...   94.91761859
    96.87441073   94.35372092]
 ...
 [   7.94274099    6.42985573    3.6473422  ...    6.54648339
     6.54060207    8.45797533]
 [   5.61572054    5.99089461   13.07581847 ...   12.32885076
    11.30386121   12.8370603 ]
 [   3.69802767    6.33832212   15.63435155 ...    9.66885493
    11.34974754   14.16951116]]"
murmur__197_1308141235553_D.wav,"[-0.00933175 -0.007809   -0.00627595 ...  0.04665566  0.04283494
  0.0391341 ]","[[-4.07230167e+02 -3.93871739e+02 -3.81129697e+02 ... -3.67809455e+02
  -3.72055848e+02 -3.22227010e+02]
 [ 1.72326110e+02  2.03461947e+02  2.17463454e+02 ...  2.35813821e+02
   2.31558003e+02  2.11493699e+02]
 [ 7.54706694e+01  1.12180241e+02  1.17393451e+02 ...  1.31190647e+02
   1.30751823e+02  8.62925388e+01]
 ...
 [-6.24600037e-02  6.70816486e-01  3.52302665e+00 ... -3.81616468e+00
  -6.65466617e+00 -1.18949559e+00]
 [ 2.20787895e+00  4.45259023e+00  6.03682568e+00 ... -7.01281324e-01
  -3.32807737e+00 -5.95149844e+00]
 [ 6.99683438e+00  7.27414895e+00  4.86123732e+00 ...  3.65641225e+00
   1.51605563e+00 -4.98141554e+00]]"
murmur__200_1308144251434_C.wav,"[ 0.01037645  0.01146293  0.0125403  ... -0.0104184  -0.01012291
 -0.0098768 ]","[[-4.27336016e+02 -4.23636192e+02 -4.26095873e+02 ... -4.33100039e+02
  -4.34011818e+02 -4.35635649e+02]
 [ 1.17450791e+02  1.25079245e+02  1.22003826e+02 ...  1.10739152e+02
   1.09856171e+02  1.07340921e+02]
 [ 6.53015314e+01  7.37465033e+01  7.15182885e+01 ...  5.97740171e+01
   5.97328101e+01  5.84702327e+01]
 ...
 [ 8.47218681e+00  6.21855766e-01  1.84343739e+00 ... -3.88294452e-01
  -5.63656645e-01  5.34596865e-01]
 [ 9.31306510e+00  4.73557140e+00  4.80704724e+00 ... -3.44531177e+00
  -3.48720961e+00 -1.76712425e+00]
 [ 8.64247683e+00  7.50390824e+00  6.67050549e+00 ... -2.32859094e+00
  -1.87643871e+00  2.45013789e-01]]"
murmur__200_1308144251434_D.wav,"[-0.00225437 -0.00210619 -0.00195604 ... -0.02401372 -0.01984445
 -0.01556468]","[[-430.72886686 -413.13912749 -410.93792704 ... -430.07285585
  -429.94131074 -414.44920962]
 [ 132.62542537  152.56143718  157.89494764 ...  137.15553578
   136.38448683  145.09629208]
 [  72.60611199   81.68162226   90.99097712 ...   84.70508693
    82.02510828   70.30243215]
 ...
 [   6.43199126    3.90551517    4.79493385 ...   14.12862334
    14.88713483    9.03776064]
 [   5.27362374    4.45446185    4.41977283 ...   13.00197567
    12.51240741    5.42050966]
 [   1.55212885    4.04119051    5.0654563  ...    8.74073048
     6.68398625    3.33490773]]"
murmur__203_1308162026258_B.wav,[0.00636335 0.00649667 0.00667571 ... 0.01705819 0.01457459 0.01201085],"[[-4.24882600e+02 -4.12123594e+02 -4.11832078e+02 ... -4.33708841e+02
  -4.33839953e+02 -4.22040342e+02]
 [ 1.43864945e+02  1.57799764e+02  1.59672937e+02 ...  1.38039400e+02
   1.37090990e+02  1.40545027e+02]
 [ 8.11875192e+01  8.53907228e+01  9.01011228e+01 ...  8.82050084e+01
   8.60656697e+01  6.95360173e+01]
 ...
 [ 1.57563500e+00 -5.77171278e+00 -5.46744589e+00 ...  6.53233681e+00
   6.76448429e+00  6.46717097e+00]
 [-4.29001221e-01 -3.01466031e+00 -1.06061307e+00 ... -2.11860092e+00
   3.47065858e+00  6.89003613e+00]
 [-3.47995102e+00 -2.62008152e+00  5.77503189e-01 ... -7.11952875e+00
   8.00703032e-01  5.79913464e+00]]"
murmur__203_1308162026258_C1.wav,"[ 0.00073415  0.00256789  0.0043559  ... -0.03992477 -0.03365391
 -0.02720521]","[[-4.12153704e+02 -4.03171379e+02 -4.05600927e+02 ... -3.77713212e+02
  -3.80374201e+02 -3.57302165e+02]
 [ 1.22753727e+02  1.34545465e+02  1.32073160e+02 ...  1.59526187e+02
   1.52940279e+02  1.49700752e+02]
 [ 7.15876691e+01  8.07857147e+01  8.07382389e+01 ...  8.21466478e+01
   7.40495074e+01  4.57658872e+01]
 ...
 [ 1.32167488e-02 -7.80383579e-01 -2.91573097e+00 ...  8.31949911e-01
   3.54239753e+00  1.42552922e+00]
 [-2.74015990e+00 -4.16760454e+00 -5.69292429e+00 ...  4.23427494e+00
   1.91894739e+00 -1.09938799e+00]
 [ 1.18385149e+00 -2.68253222e-02 -2.32474545e+00 ...  5.93440893e+00
   2.67465498e+00 -2.25178117e+00]]"
murmur__203_1308162026258_D.wav,"[-1.45223933e-03 -2.86683245e-03 -4.25971601e-03 ...  3.20842379e-05
 -3.92543927e-05 -1.00029545e-04]","[[-4.74189331e+02 -4.63442438e+02 -4.60539591e+02 ... -3.74863283e+02
  -4.17185466e+02 -4.43884968e+02]
 [ 1.37989059e+02  1.51294960e+02  1.56070421e+02 ...  2.45025591e+02
   1.99402950e+02  1.70155835e+02]
 [ 7.80613335e+01  8.66861846e+01  9.27362857e+01 ...  1.15352297e+02
   9.86773575e+01  8.73138567e+01]
 ...
 [-2.08305352e+00  3.93294290e+00  8.78685143e+00 ... -4.94130558e-01
   2.18228934e+00 -4.17596756e-01]
 [-1.93634475e+00  2.34426515e+00  3.54202913e+00 ...  4.08151132e+00
   6.05335938e+00 -1.20902333e-01]
 [ 2.74913652e-01  6.41050448e-01 -1.70251792e+00 ...  1.52189704e+00
   5.80026337e+00  2.17710224e-01]]"
murmur__204_1308159229275_B.wav,"[ 0.01075109  0.01205048  0.01332778 ... -0.00761489 -0.00667392
 -0.00573791]","[[-424.03304235 -416.13043805 -413.15432181 ... -444.49105953
  -440.24188292 -445.14506621]
 [ 136.70224567  153.65673141  157.34813703 ...  120.37377076
   124.77978389  120.6899106 ]
 [  67.03099185   85.65947545   87.84429908 ...   68.1508403
    69.3352558    71.15517733]
 ...
 [   7.87354028    5.87982394    2.56246461 ...    6.31175534
     6.71391833   12.91943961]
 [   4.67878746    5.77897841    6.49290124 ...    5.94702975
     8.79081128   14.14042091]
 [   3.96766123    6.95838805    9.39319188 ...    6.84175506
    10.14998981   13.10983255]]"
murmur__211_1308163238707_C.wav,"[-0.00030205 -0.00217815 -0.00396749 ... -0.04132229 -0.03370765
 -0.02585322]","[[-4.56141803e+02 -4.48290827e+02 -4.49597855e+02 ... -4.15594768e+02
  -4.12225669e+02 -3.62741645e+02]
 [ 1.23463705e+02  1.34648072e+02  1.32788511e+02 ...  1.76365667e+02
   1.67011425e+02  1.65053070e+02]
 [ 6.35483490e+01  7.32326572e+01  7.14933650e+01 ...  1.03216817e+02
   7.75033834e+01  4.19306028e+01]
 ...
 [ 9.21187690e+00  7.64364545e+00  2.13956039e+00 ...  1.24999412e+00
  -6.81693875e-01  2.62511189e+00]
 [ 6.69030881e+00  8.59463245e+00  2.71974683e+00 ...  7.40677763e-01
  -5.34783924e-01  3.24128019e+00]
 [ 3.26746894e+00  7.67742097e+00  4.08176468e+00 ...  1.51291145e+00
  -8.65891354e-02  3.57182343e+00]]"
murmur__223_1308337062581_D.wav,"[-0.00065486 -0.00108227 -0.00152943 ... -0.00851424 -0.00741618
 -0.00630873]","[[-4.37260503e+02 -4.24310843e+02 -4.17546773e+02 ... -4.24012758e+02
  -4.26762956e+02 -4.38558906e+02]
 [ 1.31823440e+02  1.45132513e+02  1.53057610e+02 ...  1.47059820e+02
   1.42656688e+02  1.27292843e+02]
 [ 8.19314747e+01  8.41818926e+01  8.86019159e+01 ...  8.90865006e+01
   8.40003384e+01  7.34172492e+01]
 ...
 [-1.23178612e+00 -3.96240279e+00  2.83397575e+00 ...  5.80738034e+00
   3.15048480e+00  3.99633325e+00]
 [-5.54724086e+00 -4.88880844e+00  1.38836855e+00 ...  2.78501795e+00
  -4.29835136e-01  1.05627645e+00]
 [-4.57196326e+00 -2.36135320e+00  1.79144549e+00 ...  2.39625192e+00
  -1.12215068e+00 -1.46395354e+00]]"
murmur__239_1309195730333_B.wav,"[-0.00162639 -0.00128406 -0.00095481 ... -0.00533526 -0.00560136
 -0.00593317]","[[-4.90866276e+02 -4.81135528e+02 -4.81288754e+02 ... -4.52690319e+02
  -4.49847467e+02 -4.57947230e+02]
 [ 1.19532385e+02  1.30417282e+02  1.29406233e+02 ...  1.63190553e+02
   1.63484407e+02  1.52233958e+02]
 [ 7.09649245e+01  7.52091676e+01  7.24053536e+01 ...  9.13208006e+01
   8.44855222e+01  7.69225255e+01]
 ...
 [-1.08614963e+00  2.15047324e+00  2.95448519e+00 ... -7.59081860e+00
  -7.30590485e+00 -1.97075949e+00]
 [-1.75351278e-02  1.25095057e+00  2.58709467e+00 ... -3.99097981e+00
  -2.34600942e+00 -2.29616477e+00]
 [ 5.88408253e+00  4.78266334e+00  5.31274714e+00 ...  2.25994098e+00
   3.60695576e+00  1.13685632e-01]]"
murmur__239_1309195730333_C.wav,"[-0.00664195 -0.00663379 -0.00660212 ... -0.02213445 -0.01880164
 -0.01537824]","[[-4.74812907e+02 -4.69465324e+02 -4.55573807e+02 ... -4.90360392e+02
  -4.89303554e+02 -4.54339110e+02]
 [ 1.43596099e+02  1.64782969e+02  1.82460804e+02 ...  1.37338211e+02
   1.38929358e+02  1.49984871e+02]
 [ 6.89252331e+01  1.00467620e+02  1.12456245e+02 ...  7.78923802e+01
   7.95253930e+01  5.06649334e+01]
 ...
 [ 1.44787226e+00  4.10953201e+00  1.94014540e+00 ...  1.90487547e+00
   1.45624728e+00  4.80809073e+00]
 [-2.82653082e+00  2.80322828e+00  3.32798159e+00 ...  9.76999558e-01
   4.90168555e-02  2.73712995e+00]
 [-4.40399878e+00  1.90106809e+00  5.58586263e+00 ...  4.31955923e+00
   2.70174633e+00  2.92553097e+00]]"
murmur__240_1309196119795_B.wav,"[-0.00326729 -0.00319168 -0.00312346 ...  0.00385134  0.00359106
  0.00333844]","[[-4.90395872e+02 -4.75240030e+02 -4.71111005e+02 ... -4.76458616e+02
  -4.73841712e+02 -4.79272246e+02]
 [ 1.00680115e+02  1.19430228e+02  1.24450300e+02 ...  1.16717520e+02
   1.19430686e+02  1.13193288e+02]
 [ 6.40364065e+01  7.58945513e+01  7.87962605e+01 ...  7.11243300e+01
   7.13356588e+01  6.84861916e+01]
 ...
 [ 4.03341853e+00 -4.48506332e-02 -4.10790847e+00 ...  7.22091843e+00
   5.74054462e+00  4.52073549e+00]
 [ 5.16236924e-01 -1.68584360e+00 -7.72987101e+00 ...  5.31690688e+00
  -1.45979306e-01 -1.28843209e+00]
 [-1.64994706e-01 -3.16690663e-01 -5.39383234e+00 ...  7.58105493e+00
  -5.48640374e-01 -2.25912767e+00]]"
murmur__240_1309196119795_C.wav,[0.01316175 0.01329001 0.01341149 ... 0.00047863 0.00032481 0.00018271],"[[-449.51717377 -468.40788132 -471.78163353 ... -475.41634904
  -479.30374547 -474.81587939]
 [ 114.67940852  119.4641935   122.73527967 ...  117.05551761
   112.6883513   116.78664688]
 [  34.3008309    61.38738374   76.40631628 ...   69.73421339
    67.90166254   67.01330985]
 ...
 [  10.17365619    7.16768953    3.29363318 ...    2.90777288
     6.55382149    3.50531563]
 [   6.36380437    3.82323409    1.42566005 ...    1.42094136
     3.35124573    1.60837496]
 [   2.87544824    4.56458589    3.45909202 ...    3.24893054
     3.52336825    5.1357956 ]]"
murmur__240_1309201366049_B.wav,[0.00025177 0.00078231 0.00129767 ... 0.00711435 0.00636393 0.0055948 ],"[[-4.49918183e+02 -4.37709382e+02 -4.33318100e+02 ... -4.31137258e+02
  -4.34056631e+02 -4.48051445e+02]
 [ 1.19323586e+02  1.33376399e+02  1.39596679e+02 ...  1.38805732e+02
   1.36177355e+02  1.19480531e+02]
 [ 7.99997848e+01  8.67493521e+01  9.28708582e+01 ...  8.41119782e+01
   8.47534121e+01  7.59785782e+01]
 ...
 [ 5.16298717e+00  2.47026509e+00 -6.42382334e-01 ... -2.37508438e-01
  -3.38292087e+00 -4.59399543e-01]
 [ 6.61031347e-01  9.14757798e-01 -4.16199061e+00 ...  1.07605623e-01
  -4.10949308e+00 -1.83102682e+00]
 [-2.41744202e+00  1.06769242e+00 -2.37644608e+00 ...  3.32776992e+00
  -7.66172411e-01 -7.56759349e-01]]"
murmur__242_1309197394064_B.wav,"[-0.0003572   0.00057614  0.00152888 ... -0.00691766 -0.00658541
 -0.00628196]","[[-4.59812330e+02 -4.45619128e+02 -4.50311743e+02 ... -4.70064720e+02
  -4.70566123e+02 -4.66866156e+02]
 [ 1.29877826e+02  1.46385977e+02  1.43217872e+02 ...  1.19088358e+02
   1.19022064e+02  1.24084825e+02]
 [ 7.20402732e+01  8.05533950e+01  8.44293136e+01 ...  6.88982618e+01
   7.05425528e+01  7.57005574e+01]
 ...
 [ 2.69185744e+00  3.64642822e+00  5.14904130e-01 ... -4.00157029e+00
  -4.37233733e+00 -8.90918836e+00]
 [ 7.32674055e+00  7.38591850e+00 -3.45644156e-02 ... -2.52751303e+00
  -2.38716736e+00 -8.00445928e+00]
 [ 1.09054453e+01  1.04525624e+01  3.66721653e+00 ...  4.56470308e+00
   4.78176285e+00 -6.35235494e-01]]"
murmur__242_1309197394064_D.wav,"[-0.00213495 -0.00241794 -0.00271207 ...  0.00799566  0.00738802
  0.0068126 ]","[[-5.01284318e+02 -4.97780826e+02 -5.04913667e+02 ... -4.86750571e+02
  -5.07265739e+02 -4.97580607e+02]
 [ 1.42746002e+02  1.46550107e+02  1.39590397e+02 ...  1.56811874e+02
   1.34595075e+02  1.40326437e+02]
 [ 7.95085150e+01  8.10530132e+01  8.13332174e+01 ...  8.01391072e+01
   7.30734761e+01  6.78227566e+01]
 ...
 [-9.57319431e-01 -2.74892803e+00 -3.41605973e+00 ... -2.92112722e+00
  -1.43861482e+00  1.46451473e+00]
 [-4.70403398e+00 -3.21446716e+00 -2.33560124e+00 ...  1.69080483e+00
   2.84676210e-01  8.22721630e-01]
 [-4.99258068e+00 -1.24575954e+00  1.65134987e+00 ...  6.87463267e+00
   3.69519133e+00  2.05233770e+00]]"
murmur__244_1309198148498_B.wav,[0.00152148 0.00082953 0.0001423  ... 0.00322772 0.0023414  0.00139332],"[[-4.95240649e+02 -4.54003022e+02 -4.34658771e+02 ... -4.79444949e+02
  -4.89460627e+02 -4.90556782e+02]
 [ 1.25953866e+02  1.69055117e+02  1.89422200e+02 ...  1.47851601e+02
   1.33455464e+02  1.28887636e+02]
 [ 7.08064292e+01  8.02996401e+01  8.53298458e+01 ...  9.07355131e+01
   7.66782472e+01  6.73799101e+01]
 ...
 [ 6.33758630e-01 -1.18497378e+00 -6.73557515e-01 ...  3.41252834e-01
   2.53664643e+00  4.28697276e+00]
 [ 1.92483889e+00  2.93408877e+00  5.98595254e+00 ...  1.88122011e+00
   2.92044777e+00  5.14024902e+00]
 [ 5.44790526e+00  7.00904161e+00  1.03456243e+01 ...  4.64377755e+00
   3.72449727e+00  2.63652486e+00]]"
murmur__245_1309200438094_B.wav,"[ 0.00772225  0.00716382  0.00649906 ... -0.00088641 -0.00050873
 -0.00013958]","[[-4.36484095e+02 -4.39367890e+02 -4.28435250e+02 ... -4.67577322e+02
  -4.68244123e+02 -4.77353151e+02]
 [ 1.81187170e+02  2.00195714e+02  2.18143611e+02 ...  1.84779457e+02
   1.84662617e+02  1.75571958e+02]
 [ 5.05838124e+01  7.47549991e+01  9.40697801e+01 ...  1.03371493e+02
   1.05232717e+02  1.04518959e+02]
 ...
 [-2.85525992e+00  1.88971167e+00  4.12332669e+00 ... -7.47227417e+00
  -7.24808646e+00 -3.04575882e+00]
 [ 2.79951327e+00  7.21652830e+00  1.01579659e+01 ... -6.00843596e+00
  -4.29115604e+00 -1.06606275e+00]
 [ 4.81235466e+00  6.59709588e+00  7.00000788e+00 ... -1.50943483e+00
   1.17751106e-01  2.70519721e+00]]"
murmur__248_1309201683806_A.wav,[0.00164402 0.00246293 0.00326204 ... 0.01174692 0.01126813 0.01081009],"[[-486.95472611 -469.24989371 -459.30838105 ... -448.71896952
  -446.46019881 -441.44757268]
 [  98.42622759  118.1593172   130.42194961 ...  138.91011334
   141.68161483  141.84890472]
 [  63.90379123   71.49276893   79.13066546 ...   73.47190826
    75.17898108   69.21026018]
 ...
 [   9.05749843    7.50261851    8.0681212  ...    6.75249239
     7.82001073   14.7452106 ]
 [   7.937189      7.48826859    8.77874464 ...    7.67098411
     7.22928575    7.20663948]
 [   8.14132507    8.4465169    10.83440466 ...   10.85387763
     8.15032439    1.25706994]]"
murmur__248_1309201683806_C.wav,[0.02539528 0.02586973 0.02630239 ... 0.01100123 0.01014502 0.00932964],"[[-377.69224735 -390.22465559 -396.32281801 ... -407.27446087
  -409.42616454 -411.37281202]
 [ 119.66197271  127.86849276  124.56292181 ...  114.67553134
   111.72221493  109.33474164]
 [  46.53677814   74.74113084   79.34992464 ...   82.41810368
    79.89135632   78.10193223]
 ...
 [  11.91768793   14.51151817   10.30433247 ...    8.5193174
     4.90047482    7.68184379]
 [   9.4976074    11.37518762    7.96318279 ...    5.2473811
     1.5050388     0.76878516]
 [   7.592049      9.34451262    8.70563646 ...    4.14831097
     1.97079191   -2.28642284]]"
